v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,label
0.5085516571998596,0.5253817439079285,-1.0483572623343207e-06,0.40027979016304016,0.48501136898994446,-0.02644752338528633,0.3203743100166321,0.37708091735839844,-0.03774472326040268,0.28746315836906433,0.28412961959838867,-0.052028071135282516,0.2455226629972458,0.22342047095298767,-0.061965636909008026,0.36183127760887146,0.2788352370262146,0.0009916352573782206,0.33969342708587646,0.2219620943069458,-0.05310353264212608,0.35893410444259644,0.30346789956092834,-0.08762123435735703,0.37875980138778687,0.3749743700027466,-0.10098689049482346,0.432929128408432,0.27259019017219543,-0.006577193737030029,0.40613624453544617,0.21408963203430176,-0.06485549360513687,0.42021024227142334,0.316887229681015,-0.08266784250736237,0.4340348243713379,0.39504024386405945,-0.07818330079317093,0.5048732161521912,0.28164127469062805,-0.022493094205856323,0.4761756956577301,0.23321326076984406,-0.08328649401664734,0.4777449369430542,0.3384245038032532,-0.07536967843770981,0.4814702868461609,0.4116218686103821,-0.051320742815732956,0.5759040117263794,0.30295100808143616,-0.04055365175008774,0.541004478931427,0.2635478973388672,-0.08431221544742584,0.5278173089027405,0.34123775362968445,-0.0744907557964325,0.5267339944839478,0.39879992604255676,-0.05392589792609215,A
0.6360960006713867,0.6325193643569946,-1.5667015986764454e-06,0.4686484932899475,0.6042587161064148,-0.0567394457757473,0.32047849893569946,0.4655541777610779,-0.08174752444028854,0.2536061406135559,0.33187639713287354,-0.10619502514600754,0.19456267356872559,0.23437480628490448,-0.120097815990448,0.35690832138061523,0.2926298677921295,-0.024084128439426422,0.3130958676338196,0.21321651339530945,-0.10774694383144379,0.36831796169281006,0.34145587682724,-0.1543705314397812,0.4183483123779297,0.4488309323787689,-0.17094586789608002,0.46605807542800903,0.271732360124588,-0.02934110350906849,0.41685283184051514,0.1881895810365677,-0.12175475060939789,0.4675042927265167,0.3457852602005005,-0.1470506191253662,0.5063357949256897,0.46009111404418945,-0.13916505873203278,0.5780468583106995,0.27344802021980286,-0.047254569828510284,0.5335993766784668,0.20448055863380432,-0.1433185487985611,0.5625044107437134,0.36646246910095215,-0.12782099843025208,0.5810728073120117,0.47569185495376587,-0.0892101302742958,0.6901490092277527,0.29320111870765686,-0.06989987939596176,0.6407845616340637,0.24228374660015106,-0.141971156001091,0.6357349157333374,0.3634802997112274,-0.12817689776420593,0.6394526362419128,0.45087262988090515,-0.09740054607391357,A
0.5609330534934998,0.5820992588996887,-1.5901981669230736e-06,0.38502100110054016,0.5442554950714111,-0.057318881154060364,0.2334870845079422,0.4017799496650696,-0.08475381880998611,0.1554689109325409,0.2673758864402771,-0.11480876058340073,0.09229642152786255,0.1712580770254135,-0.13552458584308624,0.2895931899547577,0.23404763638973236,-0.01203976571559906,0.2233538031578064,0.14254790544509888,-0.10907548666000366,0.2655407786369324,0.27283647656440735,-0.16856594383716583,0.3195840120315552,0.38181430101394653,-0.1920800805091858,0.39788639545440674,0.21151171624660492,-0.018716759979724884,0.3277814984321594,0.11694803088903427,-0.12650138139724731,0.37257277965545654,0.2820136249065399,-0.1603618562221527,0.41827037930488586,0.40128928422927856,-0.15494944155216217,0.5087664127349854,0.20858654379844666,-0.040677089244127274,0.4416712522506714,0.13728481531143188,-0.1478881686925888,0.46872544288635254,0.3060728907585144,-0.13855163753032684,0.49855029582977295,0.4154137372970581,-0.10055592656135559,0.6203480958938599,0.22413229942321777,-0.0681629478931427,0.5480096936225891,0.17156176269054413,-0.1442260593175888,0.5435620546340942,0.29453665018081665,-0.1358615756034851,0.5601649880409241,0.38066011667251587,-0.10786905139684677,A
0.5521880388259888,0.6619086861610413,-6.619014243369747e-07,0.46751952171325684,0.6318225860595703,-0.03113710880279541,0.40836143493652344,0.5386348962783813,-0.040183477103710175,0.3862049877643585,0.45760467648506165,-0.047912806272506714,0.3564916253089905,0.40767619013786316,-0.05027797073125839,0.44479262828826904,0.4679182767868042,-0.004802680108696222,0.4448542296886444,0.41450193524360657,-0.04691627621650696,0.45815908908843994,0.48258888721466064,-0.07024317234754562,0.46731871366500854,0.536912739276886,-0.07786866277456284,0.5022878646850586,0.4679843783378601,-0.005525830667465925,0.5024357438087463,0.4103949964046478,-0.05096718668937683,0.5068302750587463,0.4948474168777466,-0.0612761564552784,0.5096388459205627,0.5513107776641846,-0.05408354103565216,0.5569798946380615,0.48094359040260315,-0.013696802780032158,0.5590421557426453,0.4343743920326233,-0.06333859264850616,0.5501101016998291,0.5167835354804993,-0.052182212471961975,0.5416409373283386,0.5693128108978271,-0.028552014380693436,0.6098398566246033,0.5011554956436157,-0.024081386625766754,0.6044812798500061,0.46529874205589294,-0.05920795351266861,0.589015007019043,0.5265538692474365,-0.04752655699849129,0.5792253613471985,0.5678083896636963,-0.02763817086815834,A
0.504851758480072,0.5808300375938416,-5.025523250878905e-07,0.4262932538986206,0.5509658455848694,-0.029624780640006065,0.3676067590713501,0.4799080193042755,-0.04808156192302704,0.3387342691421509,0.41331422328948975,-0.06770727038383484,0.3113550543785095,0.36568328738212585,-0.08238387852907181,0.4012536406517029,0.3977154493331909,-0.023415103554725647,0.3857114315032959,0.3464387357234955,-0.06802097707986832,0.39987730979919434,0.4108571410179138,-0.09006747603416443,0.41451364755630493,0.4650040566921234,-0.09412156045436859,0.45453405380249023,0.3925824761390686,-0.026027074083685875,0.4413994252681732,0.3407864272594452,-0.07639072835445404,0.45311740040779114,0.4213395416736603,-0.09091357886791229,0.4596230089664459,0.4797053039073944,-0.08647794276475906,0.509619951248169,0.3972752094268799,-0.034547921270132065,0.5018215775489807,0.357933908700943,-0.08385132998228073,0.5066912174224854,0.43694865703582764,-0.08374189585447311,0.5057512521743774,0.4930976927280426,-0.06707258522510529,0.5644416213035583,0.4080285131931305,-0.04505334049463272,0.5724136233329773,0.3507252037525177,-0.07128547132015228,0.5801206827163696,0.3579769730567932,-0.0666082575917244,0.5801887512207031,0.36073899269104004,-0.054142776876688004,A
0.6709132790565491,0.8696497678756714,-6.826771254964115e-07,0.5840172171592712,0.8351204991340637,-0.03152048587799072,0.5289574861526489,0.7367523312568665,-0.04199036955833435,0.5061805844306946,0.6523148417472839,-0.05185680463910103,0.47109079360961914,0.5981667041778564,-0.05591299757361412,0.5703015327453613,0.6540449857711792,-0.003036313457414508,0.565776526927948,0.6046469211578369,-0.045009396970272064,0.5768322348594666,0.6785565614700317,-0.07017551362514496,0.5857572555541992,0.7398464679718018,-0.07834707945585251,0.628821074962616,0.6538820862770081,-0.0022499554324895144,0.6231295466423035,0.6141446828842163,-0.0450662299990654,0.6261919736862183,0.6983616948127747,-0.05691417679190636,0.6297585964202881,0.7591436505317688,-0.05143319442868233,0.6856160759925842,0.6715207099914551,-0.009083841927349567,0.6813730001449585,0.6395581364631653,-0.05596696212887764,0.672227680683136,0.7201608419418335,-0.04734412953257561,0.6693902611732483,0.7785379886627197,-0.025864409282803535,0.7404272556304932,0.6971287727355957,-0.018162978813052177,0.7321680784225464,0.6646949052810669,-0.05242156609892845,0.7132998108863831,0.7241517305374146,-0.042604174464941025,0.7049650549888611,0.7711677551269531,-0.023500856012105942,A
0.6500976085662842,0.6573190093040466,-4.876378625340294e-07,0.5628783702850342,0.6350438594818115,-0.0322825163602829,0.49546462297439575,0.5588517785072327,-0.04475323483347893,0.46269938349723816,0.48565801978111267,-0.055371541529893875,0.4328053593635559,0.43515652418136597,-0.06050452962517738,0.5269107818603516,0.4673125743865967,-0.006893475074321032,0.5143997669219971,0.4220466613769531,-0.04538833349943161,0.5355708599090576,0.4874761700630188,-0.06919057667255402,0.5512408018112183,0.5418309569358826,-0.07764696329832077,0.5855275392532349,0.4584393799304962,-0.004979105666279793,0.5732278823852539,0.41385698318481445,-0.04567262902855873,0.5879548192024231,0.49255722761154175,-0.05953796207904816,0.5969958901405334,0.5506264567375183,-0.056151095777750015,0.6433746218681335,0.4652596712112427,-0.00956775899976492,0.6321384310722351,0.43434837460517883,-0.053817469626665115,0.6356741189956665,0.5142055749893188,-0.04863507300615311,0.6371758580207825,0.5682312846183777,-0.030597636476159096,0.7001458406448364,0.48305249214172363,-0.016403350979089737,0.6859432458877563,0.4538116455078125,-0.05212779715657234,0.6761894226074219,0.5142064690589905,-0.0456877164542675,0.6723366379737854,0.558194637298584,-0.028997216373682022,A
0.5824323892593384,0.6032116413116455,-8.845589718475821e-07,0.477963924407959,0.5687543153762817,-0.030043283477425575,0.40068119764328003,0.4789581298828125,-0.04385346919298172,0.3650829493999481,0.3938101530075073,-0.059065740555524826,0.3292410373687744,0.3385806083679199,-0.0685429722070694,0.4297415018081665,0.3936128318309784,-0.004749669227749109,0.41735976934432983,0.3346824645996094,-0.05267184600234032,0.4475768804550171,0.4066665470600128,-0.08211646229028702,0.4717235565185547,0.47145876288414,-0.09401483088731766,0.49573180079460144,0.38364800810813904,-0.008226540870964527,0.4789908826351166,0.3227526843547821,-0.0602133609354496,0.5041921734809875,0.41584765911102295,-0.07625656574964523,0.5194486379623413,0.4842723608016968,-0.07421758770942688,0.5603241324424744,0.38696277141571045,-0.01944991946220398,0.5447247624397278,0.3436996042728424,-0.07034096121788025,0.5529815554618835,0.43551772832870483,-0.06225692480802536,0.5557078123092651,0.4981531798839569,-0.042398422956466675,0.6226718425750732,0.40028896927833557,-0.033913079649209976,0.6006240844726562,0.3725531995296478,-0.06715194880962372,0.5911629796028137,0.4372660517692566,-0.058732133358716965,0.5870082378387451,0.48503077030181885,-0.043359190225601196,A
0.5438703894615173,0.6207689046859741,-1.12997747692134e-06,0.4251185953617096,0.5850206613540649,-0.0359870046377182,0.33446741104125977,0.4796178340911865,-0.05227794125676155,0.289916068315506,0.37996160984039307,-0.07029959559440613,0.24728387594223022,0.31460896134376526,-0.08246728032827377,0.3641546070575714,0.37856757640838623,-0.0006566076772287488,0.347586452960968,0.31925320625305176,-0.05698380246758461,0.3744375705718994,0.40212032198905945,-0.0930173471570015,0.40345537662506104,0.47493958473205566,-0.10867176204919815,0.4421582520008087,0.3668157458305359,-0.0043717785738408566,0.4188450872898102,0.3030009865760803,-0.06432820856571198,0.4394178092479706,0.41220590472221375,-0.08359096199274063,0.459658145904541,0.48902854323387146,-0.08195865899324417,0.5179566144943237,0.3701894283294678,-0.01762750744819641,0.4932713508605957,0.31739652156829834,-0.07977801561355591,0.49635520577430725,0.4291875958442688,-0.06974055618047714,0.5024263858795166,0.5013343691825867,-0.04542415216565132,0.5917303562164307,0.38638031482696533,-0.03430887684226036,0.554750382900238,0.3483438193798065,-0.07400764524936676,0.5428006052970886,0.42697539925575256,-0.06221594661474228,0.5438897013664246,0.4810510277748108,-0.04266047477722168,A
0.31562596559524536,0.5094362497329712,-9.406581966686645e-07,0.21465501189231873,0.4602205157279968,-0.022070934996008873,0.1387307196855545,0.36947688460350037,-0.03739616274833679,0.09715424478054047,0.2915375530719757,-0.057244300842285156,0.057274460792541504,0.23692406713962555,-0.07366236299276352,0.18390005826950073,0.28078120946884155,0.000296931219054386,0.155752032995224,0.2306426614522934,-0.0560925230383873,0.1678122580051422,0.3037946820259094,-0.0919901430606842,0.1876087188720703,0.3699198365211487,-0.1056990921497345,0.24873170256614685,0.2784757614135742,-0.0091490363702178,0.21593081951141357,0.2213924676179886,-0.07103805989027023,0.22720123827457428,0.3154231011867523,-0.09105070680379868,0.2443121373653412,0.38849228620529175,-0.08783869445323944,0.3170797526836395,0.285889595746994,-0.026318183168768883,0.2813451886177063,0.24118684232234955,-0.08549144119024277,0.2812054455280304,0.3394024670124054,-0.07809235900640488,0.28791141510009766,0.406596302986145,-0.054998304694890976,0.38670146465301514,0.30384841561317444,-0.04562460631132126,0.340583860874176,0.2638475298881531,-0.08256345242261887,0.32717782258987427,0.33485546708106995,-0.0718633159995079,0.3298472762107849,0.3862820267677307,-0.05233687907457352,A
